old_id,name,description,source,url
330,"Sanchez Palacios A, Shaman F, Garca JA, Sanchez Palacios MA. ","Prevalence of cosmetic sensitivity among beauticians. Allergol Immunopathol 1995; 23(4): 148-152.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=8553988&ordinalpos=315&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
331,"Shah M, Lewis FM, Gawkrodger DJ. ","Occupational dermatitis in hairdressers. Contact Dermatitis 1996; 35(6): 364-365.","",""
332,"Guerra L, Bardazzi F, Tosti A. ","Contact dermatitis in hairdressers"" clients. Contact Dermatitis 1992; 26(2): 108-111.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=1633700&ordinalpos=383&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
333,"Gottlober P, Gall H, Bezold G, Peter RU. ","Allergic contact dermatitis in beauty parlor clients. Hautarzt 2001; 52(5): 401-404.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=11405157&ordinalpos=224&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
334,"Sosted H, Agner T, Andersen KE, Menne T. ","55 cases of allergic reactions to hair dye: a descriptive, consumer complaint-based study. Contact Dermatitis 2002; 47(5): 299-303.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=12534535&ordinalpos=176&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
335,"Sanchez-Perez J, Garcia del Rio I, Alvarez Ruiz S, Garcia Diez A. ","Allergic contact dermatitis from direct dyes for hair colouration in hairdressers"" clients. Contact Dermatitis 2004; 50(4): 261-262.","",""
336,"Benavente Y, Garcia N, Domingo-Domenech E, Alvaro T, Font R, Zhang Y, de Sanjose S. ","Regular use of hair dyes and risk of lymphoma in Spain. Int J Epidemiol 2005; 34(5): 1118-1122.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=15914502&ordinalpos=100&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
337,"Moscato G, Pignatti P, Yacoub MR, Romano C, Spezia S, Perfetti L. ","Occupational asthma and occupational rhinitis in hairdressers. Chest 2005; 128(5): 3590-3598.","Free pdf","http://www.chestjournal.org/cgi/reprint/128/5/3590"
338,"Cantor KP, Blair A, Everett G, VanLier S, Burmeister L, Dick FR, Gibson RW, Schuman L. ","Hair dye use and risk of leukemia and lymphoma. Am J Public Health 1988; 78(5): 570-571.","Free pdf","http://www.pubmedcentral.nih.gov/picrender.fcgi?artid=1349342&blobtype=pdf"
339,"Zahm SH, Weisenburger DD, Babbitt PA, Saal RC, Vaught JB, Blair A. ","Use of hair coloring products and the risk of lymphoma, multiple myeloma, and chronic lymphocytic leukemia. Am J Public Health 1992; 82(7): 990-997.","Free pdf","http://www.pubmedcentral.nih.gov/picrender.fcgi?artid=1694062&blobtype=pdf"
340,"Cote TR, Dosemeci M, Rothman N, Banks RB, Biggar RJ. ","Non-Hodgkin""s lymphoma and occupational exposure to hair dyes among people with AIDS. Am J Public Health 1993;83(4): 598-599.","Free pdf","http://www.pubmedcentral.nih.gov/picrender.fcgi?artid=1694461&blobtype=pdf"
341,"Grodstein F, Hennekens CH, Colditz GA, Hunter DJ, Stampfer MJ. ","A prospective study of permanent hair dye use and hematopoietic cancer. J Natl Cancer Inst 1994; 86(19): 1466-1470.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=8089866&ordinalpos=327&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
342,"Correa A, Jackson L, Mohan A, Perry H, Helzlsouer K. ","Use of hair dyes, hematopoietic neoplasms, and lymphomas: a literature review. II. Lymphomas and multiple myeloma. Cancer Invest 2000; 18(5): 467-479.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=10834031&ordinalpos=240&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
343,"Tavani A, Negri E, Franceschi S, Talamini R, Serraino D, La Vecchia C. ","Hair dye use and risk of lymphoid neoplasms and soft tissue sarcomas. Int J Cancer 2005; 113(4): 629-631.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=15389468&ordinalpos=129&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
344,"Mele A, Szklo M, Visani G, Stazi MA, Castelli G, Pasquini P, Mandelli F. ","Hair dye use and other risk factors for leukemia and pre-leukemia: a case-control study. Italian Leukemia Study Group. Am J Epidemiol 1994; 139(6): 609-619.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=8172172&ordinalpos=338&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
345,"Petri M, Allbritton J. ","Hair product use in systemic lupus erythematosus. A case-control study. Arthritis Rheum 1992; 35(6): 625-629.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=1599519&ordinalpos=381&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
346,"Sanchez-Guerrero J, Karlson EW, Colditz GA, Hunter DJ, Speizer FE, Liang MH.","Hair dye use and the risk of developing systemic lupus erythematosus. Arthritis Rheum 1996; 39(4): 657-662. ","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=8630117&ordinalpos=303&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
347,"Hardy CJ, Palmer BP, Muir KR, Powell RJ. ","Systemic lupus erythematosus (SLE) and hair treatment: a large community based case-control study. Lupus 1999; 8(7): 541-544.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=10483032&ordinalpos=252&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
348,"Jimenez-Alonso J, Sabio JM, Perez-Alvarez F, Reche I, Hidalgo C, Jaimez L; Grupo Lupus Virgen de las Nieves. ","Hair dye treatment use and clinical course in patients with systemic lupus erythematosus and cutaneous lupus. Lupus 2002; 11(7): 430-434.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=12195784&ordinalpos=185&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
349,"Kreiter H, Fink U. ","One case of liver damage following coumarin treatment. Med Klin 1967; 62: 12-15.","",""
350,"Den Boer W, Loeliger EA. ","Phenprocoumon-induced jaundice. Lancet 1976; 1(7965): 912.","",""
351,"Slagboom G, Loeliger EA. ","Coumarin-associated hepatitis. Report of two cases. Arch Intern Med 1980; 140(8): 1028-1029.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=7396606&ordinalpos=628&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
352,"De Man RA, Wilson JH, Schalm SW, Ten Kate FJ, Van Leer E. ","Phenprocoumon-induced hepatitis mimicking non-A, non-B hepatitis. J Hepatol; 1990: 11(3), 318-321.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=1963177&ordinalpos=464&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
353,"De Man RA. ","Phenprocoumon-induced liver failure. Neth J Med 1993; 43(1-2): 91.","",""
354,"Hohler T, Schnutgen M, Helmreich-Becker I, Mayet WJ, Mayer zum Buschenfelde KH. ","Drug-induced hepatitis: a rare complication of oral anticoagulants. J Hepatol 1994; 21(3): 447-449.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=7836716&ordinalpos=386&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
355,"Hautekeete M, Holvoet J, Hubens H. ","Cytolytic hepatitis related to the oral anticoagulant phenprocoumon. Gastroenterol Clin Biol 1995; 19(2): 223-224.","",""
356,"Woolley S, Burger HR, Zellweger U. ","Phenprocoumon-induced cholestatic hepatitis. Dtsch Med Wochenschr 1995; 120(44), 1507-1510.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=7588020&ordinalpos=360&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
357,"Ciorciaro C, Hartmann K, Stoller R, Kuhn M. ","Liver injury caused by coumarin anticoagulants: experience of the IKS (Intercanton Monitoring Station) and the SANZ (Swiss Center for Drug Monitoring). Schweiz Med Wochenschr 1996; 126(49): 2109-2113.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=8999497&ordinalpos=329&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
358,"Wuillemin WA, Zenhausern R, Bernhard MC, Lammle B. ","Phenprocoumon-induced hepatitis delaying precise diagnosis in a thrombophilic patient with activated protein C resistance due to factor V R506Q mutation. Am J Med 1997; 103(5): 437-439.","",""
359,"Ehrenforth S, Schenk JF, Scharrer I. ","Liver damage induced by coumarin anticoagulants. Semin Thromb Hemost 1999; 25(1): 79-83.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=10327225&ordinalpos=268&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
360,"Mix H, Wagner S, Boker K, Gloger S, Oldhafer KJ, Behrend M, Flemming P, Manns MP. ","Subacute liver failure induced by phenprocoumon treatment. Digestion 1999; 60(6): 579-582.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=10545730&ordinalpos=251&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
361,"Kremer Hovinga JA, Wuillemin WA. ","Recurrent hepatitis in oral anticoagulation: coumarin-induced hepatitis. Ther Umsch 1999; 56(9): 513-515.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=10517122&ordinalpos=253&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
362,"Bux-Gewehr I, Zotz RB, Scharf RE. ","Phenprocoumon-induced hepatitis in a patient with a combined hereditary hemostatic disorder. Thromb Haemost 2000; 83(5): 799-800.","",""
363,"Hinrichsen H, Luttges J, Kloppel G, Folsch UR, Schmidt WE.","Idiosyncratic drug allergic phenprocoumon-induced hepatitis with subacute liver failure initially misdiagnosed as autoimmune hepatitis. Scand J Gastroenterol 2001; 36(7): 780-783.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=11444480&ordinalpos=207&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
364,"Cordes A, Vogt W, Dahm HH, Maier KP. ","Phenprocoumon-induced liver failure. Dtsch Med Wochenschr 2003; 128(37): 1884-1886.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=12970822&ordinalpos=141&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
365,"Dorn-Beineke A, Hassan AW, Brautigam J, Hildenbrand R, Dempfle CE, Schwab M. ","Phenprocoumon-induced hepatitis as an immunologically mediated drug allergic complication of antithrombotic therapy. Thromb Haemost 2003; 90(6): 1210-1213.","",""
366,"Schimanski CC, Burg J, Mohler M, Hohler T, Kanzler S, Otto G, Galle PR, Lohse AW. ","Phenprocoumon-induced liver disease ranges from mild acute hepatitis to (sub-) acute liver failure. J Hepatol 2004; 41(1): 67-74.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=15246210&ordinalpos=103&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
367,"Bulang T, Schonlebe J, Haroske G, Porst H. ","Acute liver failure caused by phenprocoumon - three case reports. Z Gastroenterol 2004; 42(9): 1055-1058.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=15455285&ordinalpos=94&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
368,"Ohmori K, Shirai M, Kiyosaki T, Hori S, Tone H. ","Effect of aclacinomycin A on bone marrow. Jpn J Antibiot 1980; 33(4): 436-452.  ","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=6931916&ordinalpos=442&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
369,"Ishizuka M, Takeuchi T, Masuda T, Fukasawa S, Umezawa H.","Enhancement of immune responses and possible inhibition of suppressor cells by aclacinomycin A. J Antibiot 1981; 34(3): 331-340.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=6456249&ordinalpos=423&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
370,"Orbach-Arbouys S, Andrade-Mena CE, Berardet M, Mathé G. ","Potentiated immune responses after administration of aclacinomycin. Int Arch Allergy Appl Immunol 1982; 68(2): 117-121.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=7042586&ordinalpos=406&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
371,"Orbach-Arbouys S, Andrade-Mena CE, Mathé G. ","Reversal of immunological tolerance by aclacinomycin through inhibition of suppressor cell activity. Cell Immunol 1983; 81(2): 384-390.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=6227393&ordinalpos=347&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
372,"Orbach-Arbouys S, Andrade-Mena CE, Berardet M, Mathe G. ","Aclacinomycin inhibits suppressor cells in vivo and in vitro. Behring Inst Mitt 1984; 74: 258-261.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=6236791&ordinalpos=332&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
373,"Andrade-Mena CE, Orbach-Arbouys S, Mathé G.","Aclacinomycin-A inhibits the development and the expression of suppressor cell activity to contact sensitivity. Immunopharmacology 1985; 10(1): 19-25.","Pubmed","http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=pubmed&cmd=Retrieve&dopt=AbstractPlus&list_uids=2932409&query_hl=12&itool=pubmed_docsum"
374,"Dickneite G, Kurrle R, Seiler FR, Krajczewski G, Sedlacek HH. ","The influence of Aclacinomycin A on the immune response and on experimental immune disorders. Int J Immunopharmacol 1984; 6(4): 307-313.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=6332788&ordinalpos=339&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
375,"Ahmed K, Turk JL. ","Effect of anticancer agents neothramycin, aclacinomycin, FK-565 and FK-156 on the release of interleukin-2 and interleukin-1 in vitro. Cancer Immunol Immunother 1989; 28(2): 87-92.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=2783891&ordinalpos=186&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
376,"Bravo-Cuellar A, Martin-Ruiz JL, Liu XH, Orbach-Arbouys S.","Enhanced production of interleukin 1 by mouse peritoneal macrophages after aclacinomycin administration. Immunol Lett 1990; 23(3): 165-172.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=2307488&ordinalpos=159&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
377,"Andrade Mena CE, Orbach-Arbouys S, Mathe G. ","Enhancement of NK-cell activity in normal and tumor-bearing mice after administration of aclacinomycin. Chemotherapy. 1986; 32(2): 142-147.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=3698723&ordinalpos=271&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
378,"Cuellar AB, Algara DS, Metzger G, Orbach-Arbouys S. ","Enhanced activity of mouse peritoneal cells after aclacinomycin administration. Cancer Res 1987; 47(13): 3477-3484.","Free pdf","http://cancerres.aacrjournals.org/cgi/reprint/47/13/3477.pdf"
379,"Katoh M, Fukuhara Y, Chiba T, Shirai T, Kitagawa S, Kakinuma K. ","Aclacinomycin, an anti-leukemic anthracycline, impairs human neutrophil functions. Int J Hematol 1991; 54(1): 49-55.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=1659466&ordinalpos=134&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
380,"Riegel EA, Kaliner M, El-Hage AN, Ferrans VJ, Kawanami O, Herman EH. ","Anthracycline-induced histamine release from rat mast cells. Agents Actions 1982; 12(4): 431-437.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=6184975&ordinalpos=388&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
381,"Tsai YC, Won SJ","Effects of tramadol on T lymphocyte proliferation and natural killer cell activity in rats with sciatic constriction injury. Pain 2001; 92(1-2): 63-69.","Pubmed","http://www.ncbi.nlm.nih.gov/pubmed/11323127?ordinalpos=1031&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
382,"Sacerdote P, Bianchi M, Manfredi B, Panerai AE","Effects of tramadol on immune responses and nociceptive thresholds in mice. Pain 1997; 72(3): 325-330.","Pubmed","http://www.ncbi.nlm.nih.gov/pubmed/9313273?ordinalpos=1317&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
383,"Sacerdote P, Bianchi M, Gaspani L, Panerai AE","Effects of tramadol and its enantiomers on Concanavalin-A induced-proliferation and NK activity of mouse splenocytes: involvement of serotonin. Int J Immunopharmacol 1999; 21(11): 727-734.","Pubmed","http://www.ncbi.nlm.nih.gov/pubmed/10576618?ordinalpos=1160&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
384,"Novikov IuA, Kon""kov ShKh, Shumilov EI","Immunity state of oncological patients during long-term treatment with tramal. Anesteziol Reanimatol 1994; 3:12-13.","Pubmed","http://www.ncbi.nlm.nih.gov/pubmed/8080118?ordinalpos=1457&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
385,"Novikov IuA, Kon""kov ShKh, Shumilov EI","Immunity state of oncological patients during long-term treatment with tramal. Anesteziol Reanimatol 1994; 3:12-13.","Pubmed","http://www.ncbi.nlm.nih.gov/pubmed/8080118?ordinalpos=1457&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
386,"Sacerdote P, Bianchi M, Gaspani L, Manfredi B, Maucione A, Terno G, Ammatuna M, Panerai AE","The effects of tramadol and morphine on immune responses and pain after surgery in cancer patients. Anesth Analg 2000; 90(6): 1411-1414.","Free pdf","http://www.anesthesia-analgesia.org/cgi/reprint/90/6/1411.pdf"
387,"Wang G, Weng Y, Ishiguro Y, Sakamoto H, Morita S","The effect of tramadol on serum cytokine response in patients undergoing pulmonary lobectomy. J Clin Anesth 2005; 17(6): 444-450.","Pubmed","http://www.ncbi.nlm.nih.gov/pubmed/16171665?ordinalpos=433&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
388,"Liu Z, Gao F, Tian Y","Effects of morphine, fentanyl and tramadol on human immune response. J Huazhong Univ Sci Technolog Med Sci 2006; 26(4): 478-481.","Pubmed","http://www.ncbi.nlm.nih.gov/pubmed/17120754?ordinalpos=233&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
389,"Beilin B, Grinevich G, Yardeni IZ, Bessler H","Tramadol does not impair the phagocytic capacity of human peripheral blood cells. Can J Anaesth 2005; 52(10): 1035-1039.","Free pdf","http://www.cja-jca.org/cgi/reprint/52/10/1035.pdf"
390,"Barth H, Giertz H, Schmal A, Lorenz W","Anaphylactoid reactions and histamine release do not occur after application of the opioid tramadol. Agents Actions. 1987; 20(3-4): 310-313.","Pubmed","http://www.ncbi.nlm.nih.gov/pubmed/2440284?ordinalpos=1575&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
391,"SADRAC","Tramadol and anaphylactic reactions. Bull SADRAC 1998; 67: 3-4.","",""
392,"Hallberg P, Brenning G","Angioedema induced by tramadol - a potentially life-threatening condition. Eur J Clin Pharmacol 2005; 60(12): 901-903.","",""
393,"López-Marina V, Pizarro-Romero G, Costa-Bardají N","Hypersensitivity pneumonitis associated to tramadol. Med Clin 2006; 126(2): 77-78.","",""
394,"Ghislain PD, Wiart T, Bouhassoun N, Legout L, Alcaraz I, Caron J, Modiano P","Toxic dermatitis caused by tramadol. Ann Dermatol Venereol 1999; 126(1): 38-40.","Pubmed","http://www.ncbi.nlm.nih.gov/pubmed/10095890?ordinalpos=1226&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
395,"Mockenhaupt M, Viboud C, Dunant A, Naldi L, Halevy S, Bouwes Bavinck JN, Sidoroff A, Schneck J, Roujeau JC, Flahault A","Stevens-Johnson syndrome and toxic epidermal necrolysis: assessment of medication risks with emphasis on recently marketed drugs. The EuroSCAR-study. J Invest Dermatol 2008; 128(1): 35-44.","Pubmed","http://www.ncbi.nlm.nih.gov/pubmed/17805350?ordinalpos=76&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
396,"Li L, Holian A. ","Acrolein: a respiratory toxin that suppresses pulmonary host defense. Rev Environ Health 1998; 13(1-2): 99-108.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=9718625&ordinalpos=823&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
397,"Facchinetti F, Amadei F, Geppetti P, Tarantini F, Di Serio C, Dragotto A, Gigli PM, Catinella S, Civelli M, Patacchini R","Alpha, beta-unsaturated aldehydes in cigarette smoke release inflammatory mediators from human macrophages. Am J Respir Cell Mol Biol. 2007; 37(5): 617-623. ","Pubmed","http://www.ncbi.nlm.nih.gov/pubmed/17600310?ordinalpos=66&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
398,"Li L, Hamilton RF, Taylor DE, Holian A. ","Acrolein-induced cell death in human alveolar macrophages. Toxicol Appl Pharmacol 1997; 145(2): 331-339.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=9266806&ordinalpos=865&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
399,"Voisin C, Erb F, Pommery-Dutriez N, Aerts C. ","Effects of toxic gases and phagocytic defense of the respiratory system. 'In vitro' approach. Ann Anesthesiol Fr 1980; 21(6): 639-643.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=6111271&ordinalpos=1697&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
400,"Bridges RB, Kraal JH, Huang LJ, Chancellor MB.","Effects of cigarette smoke components on in vitro chemotaxis of human polymorphonuclear leukocytes. Infect Immun 1977; 16(1): 240-248.","Free pdf","http://www.pubmedcentral.nih.gov/picrender.fcgi?artid=421514&blobtype=pdf"
401,"Bridges RB, Hsieh L, Haack DG. ","Effects of cigarette smoke and its constituents on the adherence of polymorphonuclear leukocytes. Infect Immun 1980; 29(3): 1096-1101.","Free pdf","http://www.pubmedcentral.nih.gov/picrender.fcgi?artid=551244&blobtype=pdf"
402,"Sherwood RL, Leach CL, Hatoum NS, Aranyi C. ","Effects of acrolein on macrophage functions in rats. Toxicol Lett 1986; 32(1-2): 41-49.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=3016949&ordinalpos=1427&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
403,"Astry CL, Jakab GJ. ","The effects of acrolein exposure on pulmonary antibacterial defenses. Toxicol Appl Pharmacol 1983; 67(1): 49-54.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=6845357&ordinalpos=1600&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
404,"Aranyi C, O""Shea WJ, Graham JA, Miller FJ.","The effects of inhalation of organic chemical air contaminants on murine lung host defenses. Fundam Appl Toxicol 1986; 6(4): 713-720.","Pubmed","http://www.ncbi.nlm.nih.gov/pubmed/3519345?ordinalpos=1508&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
405,"Jakab GJ. ","Adverse effect of a cigarette smoke component, acrolein, on pulmonary antibacterial defenses and on viral-bacterial interactions in the lung. Am Rev Resp Dis 1977; 115(1): 33-38.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=835891&ordinalpos=1764&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
